perimetre,millesime,tarif,quantite,taux_taxation,composante_carbone,boucliers_et_aides,prix_quotas_ets,prix_reel_quotas_ets,remboursement_indirect_ets,taux_taxation_net,hors_calculateur,n_sous_cellules,decomposition_homogene,regime_fiscal,regime_fiscal_n,secteur_economique,secteur_economique_n,agents,agents_n,type_de_produit,type_de_produit_n,gaz_a_effet_de_serre,gaz_a_effet_de_serre_n,unite_tarif,unite_quantite
Carbone,2016,26.868655929,1.565612953,21.60881081834658,22.0,0.0,5.259845110198853,0.13433770793292663,0.0,21.60881081834658,5.259845110198853,2,False,Gaz - Combustible,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,27.311127161,0.420656211,22.05128205128205,22.0,0.0,5.259845110198853,0.5142829182560797,0.0,22.05128205128205,5.259845110198853,2,False,Fioul lourd - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,29.05,11.276182194,29.05,0.0,0.0,0.0,0.0,0.0,29.05,0.0,1,True,Méthane stockage déchets,1,Energie,1,Entreprises et administrations,1,Déchets et biomasse,1,Non,1,euro/tCO2,MtCO2
Carbone,2016,35.552088385,12.91764988,35.55208838485084,22.0,0.0,0.0,0.0,0.0,35.55208838485084,0.0,1,True,Fioul domestique - Combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,35.89640365,7.520325117,35.89640365002685,22.0,0.0,0.0,0.0,0.0,35.89640365002685,0.0,1,True,Fioul domestique - Combustible,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,41.15624876,0.191856287,35.896403650026855,22.0,0.0,5.259845110198853,0.6113737504866221,0.0,35.896403650026855,5.259845110198853,2,False,Fioul domestique - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,42.169801431,2.834657349,42.16980143064145,22.0,0.0,0.0,0.0,0.0,42.16980143064145,0.0,1,True,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,47.429646541,0.105606243,42.16980143064144,22.0,0.0,5.259845110198853,0.6859053143029806,0.0,42.16980143064144,5.259845110198853,2,False,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,47.824595932,1.60060755,47.82459593248644,22.0,0.0,0.0,0.0,0.0,47.82459593248644,0.0,1,True,Gazole Non Routier,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,53.084441043,0.47537953299999997,47.82459593248644,22.0,0.0,5.259845110198853,0.588860110420157,0.0,47.82459593248644,5.259845110198853,2,False,Gazole Non Routier,1,Energie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,57.301681299,0.204920753,57.30168129920323,22.0,0.0,0.0,0.0,0.0,57.30168129920323,0.0,1,True,GPL - Carburant,1,,2,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,112.572314666,0.403636065,112.5723146657124,0.0,0.0,0.0,0.0,0.0,112.5723146657124,0.0,1,True,Gazole - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,146.083079859,2.397802598,146.0830798592473,0.0,0.0,0.0,0.0,0.0,146.0830798592473,0.0,1,True,Gazole - Transport public,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,150.788237077,0.885642705,150.7882370774595,22.0,0.0,0.0,0.0,0.0,150.7882370774595,0.0,1,True,Kerosene - Carburant armée,1,Tertiaire,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,154.785994604,0.033305316,154.7859946038754,0.0,0.0,0.0,0.0,0.0,154.7859946038754,0.0,1,True,Essence - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,157.848002596,0.531440349,157.8480025960228,22.0,0.0,0.0,0.0,0.0,157.8480025960228,0.0,1,True,Kerosene combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,160.993320212,19.703512875,160.9933202123218,0.0,0.0,0.0,0.0,0.0,160.9933202123218,0.0,1,True,Gazole - Transport marchandises,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,185.669767997,2.159514779,185.6697679966601,22.0,0.0,0.0,0.0,0.0,185.6697679966601,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,190.701974116,76.982555977,190.7019741158228,22.0,0.0,0.0,0.0,0.0,190.7019741158228,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,237.587861734,0.591493008,237.5878617335646,22.0,0.0,0.0,0.0,0.0,237.5878617335646,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,242.584788113,0.046012683,242.5847881132361,22.0,0.0,0.0,0.0,0.0,242.5847881132361,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,245.345751256,0.71883803,245.3457512555552,22.0,0.0,0.0,0.0,0.0,245.3457512555552,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,270.761001369,7.225980116,270.7610013685491,22.0,0.0,0.0,0.0,0.0,270.7610013685491,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,276.455622215,0.870236354,276.4556222151393,22.0,0.0,0.0,0.0,0.0,276.4556222151393,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2016,279.602084074,13.595359926,279.6020840743495,22.0,0.0,0.0,0.0,0.0,279.6020840743495,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,0.0,124.112867644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,,36,,7,,2,,5,,2,euro/tCO2,MtCO2
Carbone,2017,0.592499651,0.385806863,0.5924996514707932,0.0,0.0,0.0,0.0,0.0,0.5924996514707932,0.0,1,True,Gaz - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,0.594729345,0.06240156,0.5947293447293448,0.0,0.0,0.0,0.0,0.0,0.5947293447293448,0.0,1,True,Fioul lourd - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,3.089304258,0.154250063,3.089304257528557,0.0,0.0,0.0,0.0,0.0,3.089304257528557,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,3.272827283,0.023658405,3.272827282728273,0.0,0.0,0.0,0.0,0.0,3.272827282728273,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,3,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,3.494244773,0.622200739,3.494244773314541,0.0,0.0,0.0,0.0,0.0,3.494244773314541,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,4.08,8.52042986,4.08,0.0,0.0,0.0,0.0,0.0,4.08,0.0,1,True,,2,Energie,1,Entreprises et administrations,1,,2,,2,euro/tCO2,MtCO2
Carbone,2017,5.773452091,80.88658522600001,0.0,0.0,0.0,5.773452091169448,0.8390436107474364,0.8403819060164311,0.0,5.773452091169448,3,False,,27,,3,Entreprises et administrations,1,,4,,2,euro/tCO2,MtCO2
Carbone,2017,7.568062775,0.699276545,7.568062775089124,0.0,0.0,0.0,0.0,0.0,7.568062775089124,0.0,1,True,Gaz - Grande consommation et quotas ETS,1,Energie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,7.966381869,0.702367427,7.966381868514868,7.0,0.0,0.0,0.0,0.0,7.966381868514868,0.0,1,True,Gaz - Grande consommation et fuite carbone,1,Industrie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,8.862756349,0.164025613,3.089304257528557,0.0,0.0,5.77345209116945,0.9561590081913744,0.0,3.089304257528557,5.77345209116945,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,9.046279374,0.031353713,3.272827282728273,0.0,0.0,5.77345209116945,1.1935383689392771,0.0,3.272827282728273,5.77345209116945,2,False,Charbon - Grande consommation et quotas ETS,1,Industrie,1,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,9.267696864,0.878812825,3.494244773314541,0.0,0.0,5.77345209116945,0.9884789554664436,0.0,3.494244773314541,5.77345209116945,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,13.341514866,33.889311191,7.568062775089125,0.0,0.0,5.7734520911694505,1.4435943227771921,1.8956624906385557,7.568062775089125,5.7734520911694505,3,False,Gaz - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,14.386255821,8.695812117,14.38625582107005,0.0,0.0,0.0,0.0,0.0,14.38625582107005,0.0,1,True,Gazole Non Routier - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,16.5,14.426271729,0.0,0.0,0.0,16.5,0.0,0.0,0.0,16.5,1,True,HFC règlement F-Gaz,1,,7,,2,Non combustible,1,Non,1,euro/tCO2,MtCO2
Carbone,2017,28.989737198,28.945940268,28.989737198124,30.5,0.0,0.0,0.0,0.0,28.989737198124,0.0,1,True,Gaz - Combustible,1,Résidentiel ménages,1,Ménages,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,29.05,11.392765424,29.05,0.0,0.0,0.0,0.0,0.0,29.05,0.0,1,True,Méthane stockage déchets,1,Energie,1,Entreprises et administrations,1,Déchets et biomasse,1,Non,1,euro/tCO2,MtCO2
Carbone,2017,29.276453367,15.903565871,29.27645336679214,30.5,0.0,0.0,0.0,0.0,29.27645336679214,0.0,1,True,Gaz - Combustible,1,,3,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,29.82414212,0.878526685,29.82414212025254,30.5,0.0,0.0,0.0,0.0,29.82414212025254,0.0,1,True,Gaz - Carburant,1,,2,,2,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,30.576923077,0.156758692,30.57692307692307,30.5,0.0,0.0,0.0,0.0,30.57692307692307,0.0,1,True,Fioul lourd - Combustible,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,35.049905458,1.067857422,29.27645336679214,30.5,0.0,5.77345209116945,0.322876786758779,0.0,29.27645336679214,5.77345209116945,2,False,Gaz - Combustible,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,36.350375168,0.473686624,30.57692307692307,30.5,0.0,5.77345209116945,0.8847860410962115,0.0,30.57692307692307,5.77345209116945,2,False,Fioul lourd - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,43.886638982,12.803332244,43.88663898197647,30.5,0.0,0.0,0.0,0.0,43.88663898197647,0.0,1,True,Fioul domestique - Combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,44.32068945,7.194682826,44.32068944951394,30.5,0.0,0.0,0.0,0.0,44.32068944951394,0.0,1,True,Fioul domestique - Combustible,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,49.641878819,2.93326736,49.64187881854744,30.5,0.0,0.0,0.0,0.0,49.64187881854744,0.0,1,True,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,50.094141541,0.137726784,44.32068944951394,30.500000000000004,0.0,5.7734520911694505,0.9414343399939403,0.0,44.32068944951394,5.7734520911694505,2,False,Fioul domestique - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,54.549607036,0.087983637,54.54960703623464,0.0,0.0,0.0,0.0,0.0,54.54960703623464,0.0,1,True,E85 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,55.41533091,0.093087296,49.64187881854745,30.5,0.0,5.7734520911694505,1.008392437300875,0.0,49.64187881854745,5.7734520911694505,2,False,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,56.248881732,2.022617084,56.24888173197353,30.5,0.0,0.0,0.0,0.0,56.24888173197353,0.0,1,True,Gazole Non Routier,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,62.022333823,0.11597479999999999,56.24888173197353,30.5,0.0,5.77345209116945,0.9232020448740382,0.0,56.24888173197353,5.77345209116945,2,False,Gazole Non Routier,1,Energie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,67.679151141,0.183135054,67.6791511407912,30.5,0.0,0.0,0.0,0.0,67.6791511407912,0.0,1,True,GPL - Carburant,1,,2,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,112.572314666,0.414029825,112.5723146657124,0.0,0.0,0.0,0.0,0.0,112.5723146657124,0.0,1,True,Gazole - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,146.083079859,2.416484398,146.0830798592473,0.0,0.0,0.0,0.0,0.0,146.0830798592473,0.0,1,True,Gazole - Transport public,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,150.788237077,0.914008486,150.7882370774595,30.5,0.0,0.0,0.0,0.0,150.7882370774595,0.0,1,True,Kerosene - Carburant armée,1,Tertiaire,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,154.785994604,0.039364656,154.7859946038754,0.0,0.0,0.0,0.0,0.0,154.7859946038754,0.0,1,True,Essence - Taxis,1,Transports entreprises,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,160.993320212,20.289172406,160.9933202123218,0.0,0.0,0.0,0.0,0.0,160.9933202123218,0.0,1,True,Gazole - Transport marchandises,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,166.437754891,0.560194813,166.4377548910836,30.5,0.0,0.0,0.0,0.0,166.4377548910836,0.0,1,True,Kerosene combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,197.821613884,2.102988018,197.8216138844159,30.5,0.0,0.0,0.0,0.0,197.8216138844159,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,202.853820004,68.044842369,202.8538200035785,30.5,0.0,0.0,0.0,0.0,202.8538200035785,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,209.89890857,7.854158816,209.8989085704062,30.5,0.0,0.0,0.0,0.0,209.8989085704062,0.0,1,True,Gazole - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,241.179086374,0.444028177,241.1790863739288,30.5,0.0,0.0,0.0,0.0,241.1790863739288,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,242.394792335,0.008235456,242.3947923352879,30.5,0.0,0.0,0.0,0.0,242.3947923352879,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,245.034927567,0.101707953,245.0349275667408,30.5,0.0,0.0,0.0,0.0,245.0349275667408,0.0,1,True,E10 - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,246.178904747,0.037760443,246.1789047468949,30.5,0.0,0.0,0.0,0.0,246.1789047468949,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,248.939867889,0.495671257,248.939867889214,30.5,0.0,0.0,0.0,0.0,248.939867889214,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,252.79881417,0.069178424,252.7988141695635,30.5,0.0,0.0,0.0,0.0,252.7988141695635,0.0,1,True,Essence - transport routier,1,,5,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,274.853649758,6.671070523,274.853649758368,30.5,0.0,0.0,0.0,0.0,274.853649758368,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,276.239098329,0.191551336,276.2390983291222,30.5,0.0,0.0,0.0,0.0,276.2390983291222,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,279.247861714,1.528058264,279.2478617137526,30.5,0.0,0.0,0.0,0.0,279.2478617137526,0.0,1,True,E10 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,280.551566392,0.878283247,280.5515663920187,30.5,0.0,0.0,0.0,0.0,280.5515663920187,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,283.698028251,11.528989785,283.6980282512289,30.5,0.0,0.0,0.0,0.0,283.6980282512289,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2017,288.095778841,1.609044978,288.0957788411416,30.5,0.0,0.0,0.0,0.0,288.0957788411416,0.0,1,True,Essence - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,0.0,123.580538635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,,35,,7,,2,,5,,2,euro/tCO2,MtCO2
Carbone,2018,0.592499651,0.438240754,0.5924996514707932,0.0,0.0,0.0,0.0,0.0,0.5924996514707932,0.0,1,True,Gaz - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,0.594729345,0.06240156,0.5947293447293448,0.0,0.0,0.0,0.0,0.0,0.5947293447293448,0.0,1,True,Fioul lourd - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,3.089304258,0.15667934,3.089304257528557,0.0,0.0,0.0,0.0,0.0,3.089304257528557,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,3.272827283,0.03639476,3.272827282728273,0.0,0.0,0.0,0.0,0.0,3.272827282728273,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,4,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,3.494244773,0.654478458,3.494244773314541,0.0,0.0,0.0,0.0,0.0,3.494244773314541,0.0,1,True,Charbon - Grande consommation et quotas ETS,1,,5,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,3.731656184,0.632024119,3.731656184486373,0.0,0.0,0.0,0.0,0.0,3.731656184486373,0.0,1,True,GPL - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,4.08,8.52042986,4.08,0.0,0.0,0.0,0.0,0.0,4.08,0.0,1,True,,2,Energie,1,Entreprises et administrations,1,,2,,2,euro/tCO2,MtCO2
Carbone,2018,7.568062775,0.846530032,7.568062775089124,0.0,0.0,0.0,0.0,0.0,7.568062775089124,0.0,1,True,Gaz - Grande consommation et quotas ETS,1,Energie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,7.966381869,0.957086884,7.966381868514868,7.0,0.0,0.0,0.0,0.0,7.966381868514868,0.0,1,True,Gaz - Grande consommation et fuite carbone,1,Industrie,1,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,14.386626385,8.650578175,14.38662638468962,0.0,0.0,0.0,0.0,0.0,14.38662638468962,0.0,1,True,Gazole Non Routier - Agriculture,1,Agriculture,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,15.078483452,73.166952066,0.0,0.0,0.0,15.07848345205688,3.4761600979625578,0.6603902507849588,0.0,15.07848345205688,3,False,,27,,3,Entreprises et administrations,1,,4,,2,euro/tCO2,MtCO2
Carbone,2018,16.5,13.035252735,0.0,0.0,0.0,16.5,0.0,0.0,0.0,16.5,1,True,HFC règlement F-Gaz,1,,7,,2,Non combustible,1,Non,1,euro/tCO2,MtCO2
Carbone,2018,18.16778771,0.20336621300000002,3.0893042575285565,0.0,0.0,15.07848345205688,2.747079178624011,0.0,3.0893042575285565,15.07848345205688,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,18.351310735,0.058636165000000004,3.272827282728273,0.0,0.0,15.07848345205688,3.797693967562526,0.0,3.272827282728273,15.07848345205688,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,18.572728225,1.07222951,3.494244773314541,0.0,0.0,15.07848345205688,3.3252374685176007,0.0,3.494244773314541,15.07848345205688,2,False,Charbon - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Charbon,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,22.646546227,31.220391581,7.568062775089124,0.0,0.0,15.07848345205688,6.517574805367232,1.6233383250959343,7.568062775089124,15.07848345205688,3,False,Gaz - Grande consommation et quotas ETS,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,29.05,11.115712194,29.05,0.0,0.0,0.0,0.0,0.0,29.05,0.0,1,True,Méthane stockage déchets,1,Energie,1,Entreprises et administrations,1,Déchets et biomasse,1,Non,1,euro/tCO2,MtCO2
Carbone,2018,29.82414212,0.928472063,29.82414212025254,30.5,0.0,0.0,0.0,0.0,29.82414212025254,0.0,1,True,Gaz - Carburant,1,,2,,2,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,41.627931353,27.262886863,41.6279313528953,44.6,0.0,0.0,0.0,0.0,41.6279313528953,0.0,1,True,Gaz - Combustible,1,Résidentiel ménages,1,Ménages,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,42.072454243,15.735684355,42.07245424309414,44.6,0.0,0.0,0.0,0.0,42.07245424309414,0.0,1,True,Gaz - Combustible,1,,3,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,44.711538462,0.106339811,44.71153846153846,44.6,0.0,0.0,0.0,0.0,44.71153846153846,0.0,1,True,Fioul lourd - Combustible,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,57.150937695,1.25186846,42.07245424309414,44.6,0.0,15.078483452056878,1.7056624838864056,0.0,42.07245424309414,15.078483452056878,2,False,Gaz - Combustible,1,,2,Entreprises et administrations,1,Gaz,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,57.609308922,11.341214602,57.60930892239853,44.6,0.0,0.0,0.0,0.0,57.60930892239853,0.0,1,True,Fioul domestique - Combustible,1,Résidentiel ménages,1,Ménages,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,58.224488579,7.057706945,58.2244885787559,44.6,0.0,0.0,0.0,0.0,58.2244885787559,0.0,1,True,Fioul domestique - Combustible,1,,5,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,59.790021914,0.447261869,44.71153846153846,44.6,0.0,15.07848345205688,2.1649912028683387,0.0,44.71153846153846,15.07848345205688,2,False,Fioul lourd - Combustible,1,,2,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,62.130312193,2.893046528,62.1303121929304,44.6,0.0,0.0,0.0,0.0,62.1303121929304,0.0,1,True,Gazole Non Routier,1,Industrie,1,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,67.679151141,0.157554125,67.6791511407912,44.6,0.0,0.0,0.0,0.0,67.6791511407912,0.0,1,True,GPL - Carburant,1,,2,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,68.578305126,0.136372578,68.57830512631837,0.0,0.0,0.0,0.0,0.0,68.57830512631837,0.0,1,True,E85 - transport routier,1,,6,,2,Pétrole,1,Oui,1,euro/tCO2,MtCO2
Carbone,2018,70.152680861,2.009802333,70.1526808612155,44.6,0.0,0.0,0.0,0.0,70.1526808612155,0.0,1,True,Gazole Non Routier,1,,3,Entreprises et administrations,1,Pétrole,1,Oui,1,euro/tCO2,MtCO2
