plf;numero;impot;perimetre;libelle;finalite;creation;modification;fin_fait_generateur;fin_incidence;beneficiaires;fiabilite;norme;methode;reference;mission;changement_methode;regime;page_source
2014;800209;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Taux réduit de taxe intérieure de consommation pour le gazole utilisé par les engins fonctionnant à l’arrêt, qui équipent les véhicules relevant des positions 87-04 et 87-05 du tarif des douanes;Aider le secteur agricole et le secteur du bâtiment et travaux publics;2007;2009;dépense fiscale non-bornée;dépense fiscale non-bornée;(nombre non déterminé) entreprises;Bonne;;Reconstitution de base taxable à partir de données autres que fiscales;265 (tableau B) PLF 2014                                                                                                 179 Numéro                          Taxe intérieure de consommation sur les produits énergétiques                                2012     2013         2014 de la mesure                                                        Mesure Détaxe;Écologie, développement et mobilité durables / Infrastructures et services de transports (P203);;B;178
2015;800209;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Taux réduit de taxe intérieure de consommation pour le gazole utilisé par les engins fonctionnant à l’arrêt, qui équipent les véhicules relevant des positions 87-04 et 87-05 du tarif des douanes;Aider le secteur agricole et le secteur du bâtiment et travaux publics;2007;2009;dépense fiscale non-bornée;dépense fiscale non-bornée;(nombre non déterminé) entreprises;Bonne;;Reconstitution de base taxable à partir de données autres que fiscales;265 (tableau B);Écologie, développement et mobilité durables / Infrastructures et services de transports (P203);;B;180
2016;800209;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Taux réduit de taxe intérieure de consommation pour le gazole utilisé par les engins fonctionnant à l'arrêt, qui équipent les véhicules relevant des positions 87-04 et 87-05 du tarif des douanes;Aider le secteur agricole et le secteur du bâtiment et travaux publics;2007;2009;dépense fiscale non-bornée;dépense fiscale non-bornée;(nombre non déterminé) entreprises;Bonne;;Reconstitution de base taxable à partir de données autres que fiscales;265 (tableau B);Écologie, développement et mobilité durables / Infrastructures et services de transports (P203);;B;160
2017;800209;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Taux réduit de taxe intérieure de consommation pour le gazole utilisé par les engins fonctionnant à l'arrêt, qui équipent les véhicules relevant des positions 87-04 et 87-05 du tarif des douanes;Aider le secteur agricole et le secteur du bâtiment et travaux publics;2007;2009;dépense fiscale non-bornée;dépense fiscale non-bornée;(nombre non déterminé) entreprises;Bonne;;Reconstitution de base taxable à partir de données autres que fiscales;265 (tableau B) ÉNERGÉTIQUES Taxe intérieure de consommation sur les produits énergétiques                         2015    2016       2017 N° de la mesure                                                          Mesure;Écologie, développement et mobilité durables / Infrastructures et services de transports (P203);;B;160
2018;800209;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Taux réduit de taxe intérieure de consommation pour le gazole utilisé par les engins fonctionnant à l'arrêt, qui équipent les véhicules relevant des positions 87-04 et 87-05 du tarif des douanes;;2007;2009;dépense fiscale non-bornée;dépense fiscale non-bornée;17 entreprises;Bonne;;Reconstitution de base taxable à partir de données autres que fiscales;265 (tableau B);Écologie, développement et mobilité durables / Infrastructures et services de transports (P203);;B;156
2019;800209;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit de taxe intérieure de consommation (remboursement) pour le gazole utilisé pou les engins à l’arrêt équipant les véhicules de transport de marchandises et les véhicules à usages spéciaux (dépanneuses, camions-grues…);;2007;2009;dépense fiscale non-bornée;dépense fiscale non-bornée;17 entreprises;Bonne;;Reconstitution de base taxable à partir de données autres que fiscales;265 B-1 (troisième alinéa);Écologie, développement et mobilité durables / Infrastructures et services de transports (P203);;B;164
2020;800209;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit de taxe intérieure de consommation (remboursement) pour le gazole utilisé pour les engins à l’arrêt équipant les véhicules de transport de marchandises et les véhicules à usages spéciaux (dépanneuses, camions- grues…);;2007;2009;non borné;non bornée;3 Entreprises;Bonne;Tarif applicable au produit d'indice 22 conformément au 1 du tableau B de l'article 265 du code des douanes;Reconstitution de base taxable à partir de données autres que fiscales;"code des douanes ""Non codifié"" 265 B-1 (troisième alinéa)";Écologie, développement et mobilité durables/ P203 Infrastructures et services de transports;;C;
2021;800209;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit (remboursement) pour le gazole utilisé pour les engins à l’arrêt équipant les véhicules de transport de marchandises et les véhicules à usages spéciaux (dépanneuses, camions-grues…);Aider le secteur agricole et le secteur du bâtiment et travaux publics;2007;2019;2021;2022;4 Entreprises;Bonne;;Reconstitution de base taxable à partir de données autres que fiscales;code des douanes 265 B-1 (troisième alinéa);Écologie, développement et mobilité durables/ P203 Infrastructures et services de transports;;C;92
2022;800209;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit (remboursement) pour le gazole utilisé pour les engins à l’arrêt équipant les véhicules de transport de marchandises et les véhicules à usages spéciaux (dépanneuses, camions-grues…);Aider le secteur agricole et le secteur du bâtiment et travaux publics;2007;2019;2021;2022;0 Entreprises;Bonne;;Reconstitution de base taxable à partir de données autres que fiscales;code des douanes 265 B-1 (troisième alinéa);Écologie, développement et mobilité durables/ P203 Infrastructures et services de transports;;C;92
2023;800209;TICPE / produits énergétiques hors gaz et charbons;depense_fiscale;Tarif réduit (remboursement) pour les gazoles utilisés pour les engins à l’arrêt équipant les véhicules de transport de marchandises et les véhicules à usages spéciaux (dépanneuses, camions-grues…);Aider le secteur agricole et le secteur du bâtiment et travaux publics;2007;2019;2023;2023;0 Entreprises;Bonne;Tarif applicable au produit d'indice 22 conformément au 1 du tableau B de l'article 265 du code des douanes après;Reconstitution de base taxable à partir de données autres que fiscales;code des douanes 265 B-1 (troisième alinéa) (abrogé) - CIBS L. 312-35, al.3;Écologie, développement et mobilité durables/ P203 Infrastructures et services de transports;;C;92
