numero;annee;impot;prevu;realise;ecart
730213;2020;Taxe sur la valeur ajoutée;3500;3330;-170
820203;2021;TICFE / électricité;1235;1068;-167
120127;2001;Impôt sur le revenu;170;5;-165
170306;2008;Impôt sur le revenu;180;15;-165
170103;2009;Impôt sur le revenu;140;305;165
110102;2014;Impôt sur le revenu;345;507;162
120202;2003;Impôt sur le revenu;160;0;-160
140123;2003;Impôt sur le revenu;815;655;-160
120202;2006;Impôt sur le revenu;0;160;160
730205;2006;Taxe sur la valeur ajoutée;5;165;160
190208;2008;Impôt sur le revenu;40;200;160
120132;2011;Impôt sur le revenu;50;210;160
120136;2011;Impôt sur le revenu;1360;1520;160
210309;2011;Impôt sur le revenu et impôt sur les sociétés;410;570;160
720107;2012;Taxe sur la valeur ajoutée;730;570;-160
730213;2012;Taxe sur la valeur ajoutée;5200;5040;-160
120202;2021;Impôt sur le revenu;1975;1815;-160
060201;2016;Impôts locaux;15;174;159
800401;2020;TICPE / produits énergétiques hors gaz et charbons;1534;1375;-159
400108;2001;Autres impôts directs;190;32;-158
110203;2021;Impôt sur le revenu;960;1118;158
720107;2016;Taxe sur la valeur ajoutée;415;572;157
120401;2019;Impôt sur le revenu;4200;4357;157
070101;2019;Impôts locaux;1681;1838;157
110102;2003;Impôt sur le revenu;161;5;-156
110102;2006;Impôt sur le revenu;0;156;156
130208;2016;Impôt sur le revenu;130;285;155
140302;2003;Impôt sur le revenu;496;650;154
210324;2024;Impôt sur le revenu et impôt sur les sociétés;309;158;-151
100111;2003;Impôt sur le revenu;205;55;-150
190207;2005;Impôt sur le revenu;650;500;-150
140117;2007;Impôt sur le revenu;250;100;-150
120205;2008;Impôt sur le revenu;250;100;-150
140117;2008;Impôt sur le revenu;250;100;-150
300102;2009;Impôt sur les sociétés;650;800;150
800201;2009;TICPE / produits énergétiques hors gaz et charbons;950;1100;150
120132;2010;Impôt sur le revenu;50;200;150
730207;2010;Taxe sur la valeur ajoutée;830;980;150
110246;2011;Impôt sur le revenu;1750;1900;150
120202;2013;Impôt sur le revenu;1900;2050;150
300101;2013;Impôt sur les sociétés;50;200;150
520119;2013;Droits d'enregistrement et de timbre;200;350;150
300102;2014;Impôt sur les sociétés;1100;950;-150
120108;2015;Impôt sur le revenu;1250;1400;150
110203;2022;Impôt sur le revenu;1110;1260;150
110251;2020;Impôt sur le revenu;700;551;-149
210313;2020;Impôt sur le revenu et impôt sur les sociétés;1284;1135;-149
200302;2024;Impôt sur le revenu et impôt sur les sociétés;7651;7800;149
800201;2006;TICPE / produits énergétiques hors gaz et charbons;0;147;147
140203;2017;Impôt sur le revenu;1960;2107;147
730221;2019;Taxe sur la valeur ajoutée;2899;3045;146
170201;2001;Impôt sur le revenu;160;15;-145
320120;2006;Impôt sur les sociétés;5;150;145
140123;2012;Impôt sur le revenu;370;225;-145
320139;2012;Impôt sur les sociétés;850;705;-145
120136;2013;Impôt sur le revenu;1070;1215;145
070101;2020;Impôts locaux;1799;1944;145
110224;2020;Impôt sur le revenu;313;457;144
110224;2022;Impôt sur le revenu;440;584;144
940202;2024;Autres droits;0;142;142
130204;2002;Impôt sur le revenu;701;560;-141
320113;2010;Impôt sur les sociétés;300;160;-140
120108;2018;Impôt sur le revenu;1600;1740;140
120108;2021;Impôt sur le revenu;2200;2060;-140
200311;2023;Impôt sur le revenu et impôt sur les sociétés;150;10;-140
800109;2006;TICPE / produits énergétiques hors gaz et charbons;0;139;139
070101;2011;Impôts locaux;1376;1237;-139
820204;2024;TICFE / électricité;0;139;139
730207;2017;Taxe sur la valeur ajoutée;800;938;138
400202;2015;Autres impôts directs;468;604;136
120131;2024;Impôt sur le revenu;252;388;136
100201;2013;Impôt sur le revenu;290;425;135
120401;2016;Impôt sur le revenu;4180;4045;-135
110201;2023;Impôt sur le revenu;1745;1880;135
100111;2002;Impôt sur le revenu;244;110;-134
150515;2013;Impôt sur le revenu;375;509;134
210104;2003;Impôt sur le revenu et impôt sur les sociétés;673;540;-133
740105;2011;Taxe sur la valeur ajoutée;0;133;133
200311;2024;Impôt sur le revenu et impôt sur les sociétés;146;13;-133
320117;2003;Impôt sur les sociétés;130;0;-130
140102;2005;Impôt sur le revenu;390;260;-130
230602;2006;Impôt sur le revenu et impôt sur les sociétés;170;40;-130
400112;2008;Autres impôts directs;25;155;130
120401;2009;Impôt sur le revenu;2620;2490;-130
120108;2010;Impôt sur le revenu;1000;1130;130
120117;2011;Impôt sur le revenu;220;350;130
210313;2013;Impôt sur le revenu et impôt sur les sociétés;1370;1240;-130
110214;2015;Impôt sur le revenu;1670;1540;-130
800401;2016;TICPE / produits énergétiques hors gaz et charbons;866;996;130
140109;2022;Impôt sur le revenu;220;350;130
110256;2012;Impôt sur le revenu;80;208;128
820203;2020;TICFE / électricité;1035;1163;128
110224;2024;Impôt sur le revenu;647;775;128
210309;2024;Impôt sur le revenu et impôt sur les sociétés;1507;1635;128
410109;2001;Autres impôts directs;150;23;-127
130201;2006;Impôt sur le revenu;0;127;127
400112;2015;Autres impôts directs;180;53;-127
800229;2024;TICPE / produits énergétiques hors gaz et charbons;1627;1754;127
230602;2005;Impôt sur le revenu et impôt sur les sociétés;175;50;-125
410104;2006;Autres impôts directs;135;10;-125
110227;2011;Impôt sur le revenu;2980;3105;125
140102;2012;Impôt sur le revenu;300;425;125
210309;2013;Impôt sur le revenu et impôt sur les sociétés;800;675;-125
300101;2014;Impôt sur les sociétés;100;225;125
730214;2020;Taxe sur la valeur ajoutée;250;125;-125
110201;2022;Impôt sur le revenu;1600;1725;125
440201;2018;Autres impôts directs;200;77;-123
110251;2023;Impôt sur le revenu;200;77;-123
800201;2023;TICPE / produits énergétiques hors gaz et charbons;1115;1238;123
330103;2011;Impôt sur les sociétés;461;583;122
320101;2002;Impôt sur les sociétés;549;670;121
110231;2006;Impôt sur le revenu;310;190;-120
140117;2006;Impôt sur le revenu;370;250;-120
190207;2006;Impôt sur le revenu;480;600;120
730206;2006;Taxe sur la valeur ajoutée;30;150;120
110203;2007;Impôt sur le revenu;660;780;120
110224;2007;Impôt sur le revenu;410;530;120
310203;2007;Impôt sur les sociétés;85;205;120
210311;2008;Impôt sur le revenu et impôt sur les sociétés;300;420;120
400203;2008;Autres impôts directs;160;40;-120
140123;2011;Impôt sur le revenu;350;230;-120
710102;2011;Taxe sur la valeur ajoutée;65;185;120
210313;2012;Impôt sur le revenu et impôt sur les sociétés;1380;1260;-120
730210;2012;Taxe sur la valeur ajoutée;1030;1150;120
110201;2015;Impôt sur le revenu;1435;1315;-120
140203;2015;Impôt sur le revenu;1800;1920;120
120108;2017;Impôt sur le revenu;1500;1620;120
730221;2020;Taxe sur la valeur ajoutée;3062;2942;-120
300102;2022;Impôt sur les sociétés;830;950;120
110261;2023;Impôt sur le revenu;1516;1396;-120
120203;2023;Impôt sur le revenu;24;144;120
710102;2023;Taxe sur la valeur ajoutée;235;115;-120
120202;2020;Impôt sur le revenu;1916;2035;119
110222;2002;Impôt sur le revenu;102;220;118
800216;2019;TICPE / produits énergétiques hors gaz et charbons;67;185;118
220104;2022;Impôt sur le revenu et impôt sur les sociétés;209;326;117
800105;2001;TICPE / produits énergétiques hors gaz et charbons;120;4;-116
520305;2002;Droits d'enregistrement et de timbre;396;280;-116
120124;2020;Impôt sur le revenu;139;255;116
120114;2004;Impôt sur le revenu;350;465;115
320119;2007;Impôt sur les sociétés;155;40;-115
320113;2009;Impôt sur les sociétés;250;135;-115
720107;2014;Taxe sur la valeur ajoutée;530;415;-115
730303;2017;Taxe sur la valeur ajoutée;2450;2335;-115
140119;2020;Impôt sur le revenu;1466;1351;-115
730222;2024;Taxe sur la valeur ajoutée;110;225;115
140123;2014;Impôt sur le revenu;280;394;114
210309;2015;Impôt sur le revenu et impôt sur les sociétés;790;676;-114
800207;2015;TICPE / produits énergétiques hors gaz et charbons;44;158;114
400202;2010;Autres impôts directs;670;783;113
120401;2023;Impôt sur le revenu;4420;4533;113
730207;2002;Taxe sur la valeur ajoutée;732;620;-112
800401;2003;TICPE / produits énergétiques hors gaz et charbons;3;115;112
800401;2015;TICPE / produits énergétiques hors gaz et charbons;828;940;112
210324;2016;Impôt sur le revenu et impôt sur les sociétés;13010;12898;-112
110210;2009;Impôt sur le revenu;250;361;111
730206;2022;Taxe sur la valeur ajoutée;246;135;-111
100106;2001;Impôt sur le revenu;130;20;-110
110201;2005;Impôt sur le revenu;590;700;110
120117;2005;Impôt sur le revenu;610;500;-110
400111;2005;Autres impôts directs;150;40;-110
710104;2005;Taxe sur la valeur ajoutée;90;200;110
320124;2006;Impôt sur les sociétés;120;10;-110
710104;2006;Taxe sur la valeur ajoutée;90;200;110
710103;2007;Taxe sur la valeur ajoutée;990;1100;110
800107;2007;TICPE / produits énergétiques hors gaz et charbons;610;500;-110
210311;2009;Impôt sur le revenu et impôt sur les sociétés;330;440;110
120401;2010;Impôt sur le revenu;2670;2780;110
740106;2010;Taxe sur la valeur ajoutée;290;180;-110
110246;2012;Impôt sur le revenu;1890;2000;110
100112;2014;Impôt sur le revenu;440;550;110
210313;2015;Impôt sur le revenu et impôt sur les sociétés;1175;1065;-110
110201;2021;Impôt sur le revenu;1510;1620;110
740105;2023;Taxe sur la valeur ajoutée;175;65;-110
800403;2001;TICPE / produits énergétiques hors gaz et charbons;280;389;109
140123;2002;Impôt sur le revenu;869;760;-109
800101;2010;TICPE / produits énergétiques hors gaz et charbons;92;200;108
130208;2017;Impôt sur le revenu;130;238;108
110201;2018;Impôt sur le revenu;1410;1518;108
110251;2022;Impôt sur le revenu;300;193;-107
730206;2023;Taxe sur la valeur ajoutée;258;151;-107
140119;2018;Impôt sur le revenu;1490;1596;106
110218;2003;Impôt sur le revenu;200;95;-105
100112;2005;Impôt sur le revenu;265;370;105
320119;2005;Impôt sur les sociétés;10;115;105
110201;2008;Impôt sur le revenu;820;925;105
800107;2009;TICPE / produits énergétiques hors gaz et charbons;651;546;-105
730305;2013;Taxe sur la valeur ajoutée;270;165;-105
730213;2014;Taxe sur la valeur ajoutée;3890;3785;-105
110201;2016;Impôt sur le revenu;1260;1365;105
730230;2021;Taxe sur la valeur ajoutée;285;180;-105
520203;2001;Droits d'enregistrement et de timbre;110;6;-104
210313;2024;Impôt sur le revenu et impôt sur les sociétés;756;652;-104
200310;2016;Impôt sur le revenu et impôt sur les sociétés;70;173;103
730305;2023;Taxe sur la valeur ajoutée;160;57;-103
800203;2012;TICPE / produits énergétiques hors gaz et charbons;6;108;102
140109;2024;Impôt sur le revenu;550;652;102
330103;2010;Impôt sur les sociétés;302;201;-101
410101;2003;Autres impôts directs;490;390;-100
130208;2006;Impôt sur le revenu;300;200;-100
180306;2006;Impôt sur le revenu;100;0;-100
220101;2006;Impôt sur le revenu et impôt sur les sociétés;200;100;-100
520203;2006;Droits d'enregistrement et de timbre;50;150;100
730214;2006;Taxe sur la valeur ajoutée;130;30;-100
140101;2007;Impôt sur le revenu;900;800;-100
190101;2007;Impôt sur le revenu;500;600;100
200302;2007;Impôt sur le revenu et impôt sur les sociétés;900;1000;100
300206;2007;Impôt sur les sociétés;0;100;100
720107;2007;Taxe sur la valeur ajoutée;400;500;100
120108;2008;Impôt sur le revenu;900;1000;100
120108;2009;Impôt sur le revenu;1300;1400;100
150701;2009;Impôt sur le revenu;100;200;100
190101;2009;Impôt sur le revenu;600;700;100
560104;2009;Droits d'enregistrement et de timbre;2000;2100;100
740106;2009;Taxe sur la valeur ajoutée;260;160;-100
730203;2010;Taxe sur la valeur ajoutée;900;1000;100
800201;2010;TICPE / produits énergétiques hors gaz et charbons;1100;1000;-100
130201;2011;Impôt sur le revenu;850;950;100
150701;2011;Impôt sur le revenu;100;200;100
150708;2011;Impôt sur le revenu;200;100;-100
720107;2011;Taxe sur la valeur ajoutée;700;600;-100
730204;2011;Taxe sur la valeur ajoutée;100;200;100
110227;2012;Impôt sur le revenu;2800;2900;100
110103;2013;Impôt sur le revenu;270;370;100
050204;2014;Impôts locaux;170;70;-100
300102;2015;Impôt sur les sociétés;1100;1000;-100
100112;2015;Impôt sur le revenu;550;650;100
720107;2020;Taxe sur la valeur ajoutée;480;580;100
140119;2021;Impôt sur le revenu;1138;1238;100
730230;2022;Taxe sur la valeur ajoutée;290;190;-100
120501;2023;Impôt sur le revenu;491;391;-100
170306;2007;Impôt sur le revenu;100;1;-99
110256;2010;Impôt sur le revenu;110;11;-99
170105;2010;Impôt sur le revenu;100;1;-99
140117;2012;Impôt sur le revenu;116;215;99
400202;2017;Autres impôts directs;555;654;99
800203;2013;TICPE / produits énergétiques hors gaz et charbons;6;104;98
120202;2017;Impôt sur le revenu;1990;1892;-98
800401;2017;TICPE / produits énergétiques hors gaz et charbons;1160;1062;-98
110232;2009;Impôt sur le revenu;540;637;97
140104;2013;Impôt sur le revenu;130;227;97
130208;2018;Impôt sur le revenu;95;192;97
140119;2019;Impôt sur le revenu;1523;1426;-97
140101;2022;Impôt sur le revenu;404;501;97
070101;2017;Impôts locaux;1550;1646;96
200310;2021;Impôt sur le revenu et impôt sur les sociétés;184;280;96
110251;2024;Impôt sur le revenu;130;34;-96
710103;2005;Taxe sur la valeur ajoutée;835;930;95
730214;2005;Taxe sur la valeur ajoutée;110;15;-95
170103;2008;Impôt sur le revenu;140;235;95
710103;2013;Taxe sur la valeur ajoutée;1255;1160;-95
110103;2014;Impôt sur le revenu;370;465;95
190101;2014;Impôt sur le revenu;1255;1350;95
800109;2015;TICPE / produits énergétiques hors gaz et charbons;2825;2730;-95
800403;2017;TICPE / produits énergétiques hors gaz et charbons;740;645;-95
730214;2019;Taxe sur la valeur ajoutée;228;133;-95
730223;2019;Taxe sur la valeur ajoutée;1140;1235;95
200401;2022;Impôt sur le revenu et impôt sur les sociétés;550;455;-95
720106;2023;Taxe sur la valeur ajoutée;115;20;-95
120132;2024;Impôt sur le revenu;406;312;-94
800216;2020;TICPE / produits énergétiques hors gaz et charbons;100;193;93
730203;2002;Taxe sur la valeur ajoutée;178;270;92
140101;2013;Impôt sur le revenu;580;672;92
200310;2014;Impôt sur le revenu et impôt sur les sociétés;160;68;-92
120123;2001;Impôt sur le revenu;120;29;-91
110203;2014;Impôt sur le revenu;1235;1144;-91
050204;2015;Impôts locaux;150;59;-91
730207;2016;Taxe sur la valeur ajoutée;789;880;91
730305;2022;Taxe sur la valeur ajoutée;161;70;-91
140102;2004;Impôt sur le revenu;540;450;-90
310203;2004;Impôt sur les sociétés;380;290;-90
730210;2007;Taxe sur la valeur ajoutée;840;750;-90
110224;2008;Impôt sur le revenu;550;640;90
130208;2009;Impôt sur le revenu;350;440;90
710103;2009;Taxe sur la valeur ajoutée;1180;1090;-90
730219;2009;Taxe sur la valeur ajoutée;300;390;90
110224;2010;Impôt sur le revenu;800;710;-90
730204;2010;Taxe sur la valeur ajoutée;60;150;90
110201;2011;Impôt sur le revenu;1000;1090;90
730214;2011;Taxe sur la valeur ajoutée;120;210;90
110214;2012;Impôt sur le revenu;1290;1380;90
730221;2012;Taxe sur la valeur ajoutée;3200;3110;-90
140203;2012;Impôt sur le revenu;1275;1365;90
110110;2018;Impôt sur le revenu;580;670;90
730205;2018;Taxe sur la valeur ajoutée;730;820;90
730223;2018;Taxe sur la valeur ajoutée;1240;1150;-90
120109;2019;Impôt sur le revenu;450;540;90
730207;2021;Taxe sur la valeur ajoutée;420;330;-90
730222;2021;Taxe sur la valeur ajoutée;60;150;90
070101;2013;Impôts locaux;1344;1255;-89
720107;2019;Taxe sur la valeur ajoutée;491;580;89
090112;2019;Impôts locaux;63;152;89
820202;2022;TICFE / électricité;105;16;-89
800101;2006;TICPE / produits énergétiques hors gaz et charbons;230;142;-88
110251;2014;Impôt sur le revenu;660;748;88
170106;2023;Impôt sur le revenu;119;207;88
120110;2001;Impôt sur le revenu;100;13;-87
120115;2001;Impôt sur le revenu;100;13;-87
300102;2002;Impôt sur les sociétés;213;300;87
820201;2018;TICFE / électricité;297;210;-87
190208;2014;Impôt sur le revenu;200;114;-86
130202;2001;Impôt sur le revenu;100;15;-85
120114;2003;Impôt sur le revenu;350;435;85
710103;2004;Taxe sur la valeur ajoutée;765;850;85
210309;2007;Impôt sur le revenu et impôt sur les sociétés;150;235;85
120109;2010;Impôt sur le revenu;350;265;-85
520305;2010;Droits d'enregistrement et de timbre;240;325;85
110203;2011;Impôt sur le revenu;900;985;85
320102;2011;Impôt sur les sociétés;100;185;85
110203;2012;Impôt sur le revenu;940;1025;85
800101;2012;TICPE / produits énergétiques hors gaz et charbons;350;265;-85
110214;2013;Impôt sur le revenu;1570;1485;-85
520119;2015;Droits d'enregistrement et de timbre;350;435;85
800102;2016;TICPE / produits énergétiques hors gaz et charbons;180;265;85
220104;2017;Impôt sur le revenu et impôt sur les sociétés;38;123;85
110246;2019;Impôt sur le revenu;4760;4845;85
740105;2022;Taxe sur la valeur ajoutée;175;90;-85
120508;2023;Impôt sur le revenu;200;285;85
800108;2001;TICPE / produits énergétiques hors gaz et charbons;110;26;-84
130208;2012;Impôt sur le revenu;415;331;-84
110252;2022;Impôt sur le revenu;200;284;84
110224;2023;Impôt sur le revenu;589;673;84
800215;2024;TICPE / produits énergétiques hors gaz et charbons;64;148;84
140101;2017;Impôt sur le revenu;792;709;-83
220104;2018;Impôt sur le revenu et impôt sur les sociétés;61;144;83
050201;2018;Impôts locaux;121;38;-83
120117;2019;Impôt sur le revenu;382;465;83
820201;2024;TICFE / électricité;0;83;83
120108;2002;Impôt sur le revenu;808;890;82
060201;2011;Impôts locaux;20;102;82
200310;2015;Impôt sur le revenu et impôt sur les sociétés;190;108;-82
110222;2021;Impôt sur le revenu;390;308;-82
120401;2021;Impôt sur le revenu;4257;4339;82
110223;2001;Impôt sur le revenu;90;9;-81
110247;2009;Impôt sur le revenu;1170;1089;-81
200302;2013;Impôt sur le revenu et impôt sur les sociétés;3350;3269;-81
110261;2021;Impôt sur le revenu;1198;1117;-81
120112;2001;Impôt sur le revenu;90;10;-80
140117;2004;Impôt sur le revenu;420;500;80
800403;2004;TICPE / produits énergétiques hors gaz et charbons;100;180;80
730213;2005;Taxe sur la valeur ajoutée;420;500;80
140104;2006;Impôt sur le revenu;180;100;-80
140109;2006;Impôt sur le revenu;380;300;-80
210309;2006;Impôt sur le revenu et impôt sur les sociétés;90;170;80
